|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.25/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.6864       0.313614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3779       0.622050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3851       0.614895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3882       0.611763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3912       0.608803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3964       0.603620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3961       0.603949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4005       0.599503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4140       0.586019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4072       0.592771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4142       0.585767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4137       0.586275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4204       0.579575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4224       0.577595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4230       0.576952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4287       0.571261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4282       0.571841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4241       0.566828       0.905414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4225       0.567258       0.102030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4255       0.564384       0.101551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4299       0.560077       0.100480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5926       0.400219       0.721351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2674       0.719693       0.129148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4331       0.556921       0.999523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4343       0.555763       0.997935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4946       0.496484       0.892826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3769       0.612109       0.109677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4364       0.553628       0.993365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4388       0.551310       0.984533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4386       0.551511       0.986364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4385       0.551637       0.983008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4391       0.551060       0.981495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3679       0.621092       0.110540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5108       0.480683       0.851672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4399       0.550400       0.974323E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4400       0.550322       0.971841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4390       0.551298       0.969393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4387       0.551583       0.968292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4358       0.554488       0.971392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4382       0.552211       0.960853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4373       0.553115       0.959955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4357       0.554664       0.958797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4340       0.556385       0.959548E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4340       0.556476       0.954269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4316       0.558822       0.954637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4304       0.560029       0.954146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4258       0.564656       0.957796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4295       0.561051       0.943416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4245       0.566003       0.948504E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4217       0.568847       0.947821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4208       0.569728       0.944804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4148       0.575702       0.950585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4162       0.574403       0.941601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4135       0.577158       0.939020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4081       0.582432       0.945175E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3768       0.613288       0.989884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4351       0.556044       0.886474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4013       0.589319       0.937461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3971       0.593499       0.937983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3947       0.595954       0.936557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3911       0.599537       0.936047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3870       0.603616       0.935165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3834       0.607283       0.935776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3803       0.610340       0.932997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3756       0.615088       0.933791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3723       0.618369       0.933586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3681       0.622535       0.932562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3638       0.626910       0.931828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.1791       0.808958       0.118960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5348       0.458509       0.671507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3518       0.638903       0.932374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3479       0.642766       0.929594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3439       0.646840       0.929710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4018       0.589768       0.841047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2678       0.721961       0.102405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3310       0.659702       0.927651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3284       0.662308       0.925302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3371       0.653763       0.911353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3026       0.687883       0.950178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3148       0.675949       0.927899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3070       0.683732       0.930700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3073       0.683447       0.926192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3037       0.686987       0.926713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2973       0.693440       0.930596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2949       0.695785       0.929763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2887       0.701994       0.932990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2920       0.698771       0.924632E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2781       0.712561       0.938194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2824       0.708295       0.927510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2839       0.706867       0.921826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2765       0.714235       0.927581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2734       0.717322       0.927223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2709       0.719820       0.927508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2694       0.721312       0.926376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2674       0.723297       0.927360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2670       0.723753       0.926088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2626       0.728135       0.929091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2628       0.727920       0.926923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2628       0.727967       0.926432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2641       0.726647       0.921963E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2608       0.729946       0.923139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2615       0.729267       0.922746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2615       0.729303       0.920746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2621       0.728652       0.920738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2557       0.734767       0.951196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2689       0.722232       0.888767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2640       0.726774       0.918231E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2672       0.723669       0.913845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2671       0.723821       0.912775E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2713       0.719569       0.910539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2724       0.718475       0.909745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2749       0.715986       0.908793E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.4593        1.52137       0.192978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9960                 NaN  0.395512E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3865       0.609634       0.385219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2882       0.702760       0.899842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2915       0.699550       0.895933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2961       0.694955       0.894430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2998       0.691313       0.892150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3018       0.689285       0.890428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3075       0.677436       0.876172E-002  0.633375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5009       0.129164                 NaN   1.36996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4928       0.108580                 NaN   1.39861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5435       0.107118                 NaN   1.34942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5569       0.100278                 NaN   1.34280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5777       0.953467E-001            NaN   1.32694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6003       0.957477E-001            NaN   1.30391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6493       0.947159E-001            NaN   1.25601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6597       0.913273E-001            NaN   1.24894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6828       0.861237E-001            NaN   1.23107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6996       0.832733E-001            NaN   1.21710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7261       0.780462E-001            NaN   1.19581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.0618       0.131862                 NaN   1.80634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4638       0.328805E-001            NaN  0.503302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7938       0.770628E-001            NaN   1.12914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7907       0.631987E-001            NaN   1.14613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8392       0.660100E-001            NaN   1.09478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8442       0.641632E-001            NaN   1.09163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8598       0.611447E-001            NaN   1.07907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8791       0.579525E-001            NaN   1.06296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8971       0.599240E-001            NaN   1.04300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9142       0.548023E-001            NaN   1.03099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9291       0.539833E-001            NaN   1.01695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9420       0.493835E-001            NaN   1.00865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.4685       0.678547E-001            NaN   2.46362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3840       0.165266E-001            NaN  0.599435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0001       0.393213E-001            NaN  0.960610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0176       0.420044E-001            NaN  0.940418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0267       0.351546E-001            NaN  0.938155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0379       0.321638E-001            NaN  0.929927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0545       0.374529E-001            NaN  0.908087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0652       0.259114E-001            NaN  0.908889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0767       0.284268E-001            NaN  0.894883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0861       0.236095E-001            NaN  0.890253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0982       0.229215E-001            NaN  0.878922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1077       0.191336E-001            NaN  0.873153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1204       0.202004E-001            NaN  0.859380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1306       0.188522E-001            NaN  0.850506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1402       0.182576E-001            NaN  0.841504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1474       0.100945E-001            NaN  0.842524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1605       0.127585E-001            NaN  0.826731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1663       0.789126E-002            NaN  0.825786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1762       0.645628E-002            NaN  0.817319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1858       0.688500E-002            NaN  0.807270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1931       0.278156E-002            NaN  0.804071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2014       0.848934E-004            NaN  0.798562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2105       0.875611E-002            NaN  0.780791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2167       0.155142E-002            NaN  0.781794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2327       0.310138E-001            NaN  0.736259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2322       0.115263E-003            NaN  0.767653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2082       0.861511E-002            NaN  0.563647       0.219517                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0969                 NaN            NaN  0.541887E-001  0.848876                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0981                 NaN            NaN  0.285823E-001  0.873322                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1005                 NaN            NaN            NaN  0.899525                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1035                 NaN            NaN            NaN  0.896539                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1050                 NaN            NaN            NaN  0.894959                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1129       0.850795E-006            NaN            NaN  0.887147                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1102                 NaN            NaN            NaN  0.889772                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1107                 NaN            NaN            NaN  0.889263                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1100                 NaN            NaN            NaN  0.889991                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1077                 NaN            NaN            NaN  0.892268                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1058                 NaN            NaN            NaN  0.894231                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1027                 NaN            NaN            NaN  0.897349                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0964                 NaN            NaN            NaN  0.903590                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0861                 NaN            NaN            NaN  0.913851                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0685                 NaN            NaN            NaN  0.931501                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0515                 NaN            NaN            NaN  0.948549                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0248                 NaN            NaN            NaN  0.975189                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7199                 NaN            NaN            NaN  0.756321       0.523816                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6166                 NaN            NaN            NaN  0.322289        1.06113                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6361                 NaN            NaN            NaN   1.04686       0.317059                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6535                 NaN            NaN            NaN  0.313102        1.03336                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6712                 NaN            NaN            NaN   1.01975       0.309073                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6877                 NaN            NaN            NaN   1.00739       0.304862                 NaN            NaN            NaN            NaN            NaN
