|6.6.6
Archiving\03_Data\frac/QFM_m2.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1882.21        2500.00        99.3170       0.683013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3169       0.683072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3169       0.683131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3168       0.683190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3168       0.683249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3167       0.683309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3166       0.683368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3166       0.683427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3165       0.683486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3165       0.683545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3164       0.683605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3163       0.683664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3163       0.683723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3162       0.683782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3162       0.683842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3161       0.683901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3160       0.683961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3160       0.684020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3159       0.684080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3159       0.684139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3158       0.684199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3157       0.684258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3157       0.684318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3156       0.684377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3155       0.684437       0.641976E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3097       0.684505       0.576012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3048       0.684619       0.106239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3047       0.684766       0.105299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3046       0.684912       0.104641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3046       0.685058       0.103730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3045       0.685203       0.103100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3103       0.685338       0.440833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.2986       0.685452       0.159784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2852       0.685667       0.291471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3141       0.685922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3131       0.685983       0.879182E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3041       0.686062       0.983404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3040       0.686203       0.980093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3040       0.686344       0.968947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3039       0.686484       0.963347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3038       0.686623       0.955239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3037       0.686762       0.951714E-002  0.946758E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.9905                 NaN  0.945786E-002  0.216700E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.9906                 NaN  0.940351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.9907                 NaN  0.933495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4225                 NaN  0.101513E-001  0.567303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4459                 NaN  0.853446E-002  0.545523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3891                 NaN  0.935426E-002  0.601592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3870                 NaN  0.929391E-002  0.603664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3812                 NaN  0.936633E-002  0.609431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3814                 NaN  0.923333E-002  0.609359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3738                 NaN  0.928960E-002  0.616863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3694                 NaN  0.928866E-002  0.621300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3666                 NaN  0.923643E-002  0.624170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3629                 NaN  0.923358E-002  0.627891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3576                 NaN  0.923705E-002  0.633198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3556                 NaN  0.919096E-002  0.635212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3492                 NaN  0.923124E-002  0.641607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3469                 NaN  0.917906E-002  0.643919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3414                 NaN  0.918665E-002  0.649389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3303                 NaN  0.927288E-002  0.660447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3394                 NaN  0.908124E-002  0.651549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3310                 NaN  0.912530E-002  0.659828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3252                 NaN  0.914286E-002  0.665704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3211                 NaN  0.913739E-002  0.669762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3165                 NaN  0.913121E-002  0.674332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3146                 NaN  0.910011E-002  0.676255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3080                 NaN  0.913240E-002  0.682909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3071                 NaN  0.908290E-002  0.683836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3039                 NaN  0.906966E-002  0.687025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3566                 NaN  0.833153E-002  0.635057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2382                 NaN  0.981832E-002  0.751964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2941                 NaN  0.904022E-002  0.696892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2905                 NaN  0.904176E-002  0.700504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3181                 NaN  0.866368E-002  0.673199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.7401                 NaN  0.328720E-002  0.256662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.8005                 NaN  0.150843E-001   1.18444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2787                 NaN  0.901363E-002  0.712330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2825                 NaN  0.894631E-002  0.708547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2740                 NaN  0.901269E-002  0.716972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2747                 NaN  0.897335E-002  0.716341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2754                 NaN  0.894506E-002  0.715643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2737                 NaN  0.893096E-002  0.717402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2717                 NaN  0.892804E-002  0.719370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2719                 NaN  0.890567E-002  0.719234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.3024                 NaN  0.704680E-002  0.388269        1.30228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.8694                 NaN  0.581880E-002  0.222136        1.90264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.9191                 NaN  0.555812E-002  0.215051        1.86033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9528                 NaN  0.542631E-002  0.208323        1.83344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.9882                 NaN  0.512547E-002  0.201971        1.80473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.0207                 NaN  0.498530E-002  0.195521        1.77878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.0622                 NaN  0.462755E-002  0.188560        1.74460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0925                 NaN  0.454329E-002  0.182533        1.72039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1247                 NaN  0.434451E-002  0.176182        1.69475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1562                 NaN  0.409431E-002  0.170067        1.66960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.5965                 NaN  0.123694E-002  0.116857       0.285432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        96.8156                 NaN  0.633745E-002  0.203686        2.97441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2438                 NaN  0.347707E-002  0.152413        1.60030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2706                 NaN  0.329261E-002  0.146792        1.57934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2963                 NaN  0.309421E-002  0.141217        1.55936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3220                 NaN  0.293466E-002  0.135727        1.53933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3434                 NaN  0.278424E-002  0.129966        1.52384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3547                 NaN  0.255150E-002  0.127263        1.51545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4175                 NaN  0.230079E-002  0.118182        1.46205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4150                 NaN  0.205741E-002  0.114929        1.46800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4425                 NaN  0.193506E-002  0.110106        1.44549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4546                 NaN  0.185040E-002  0.104531        1.43903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4859                 NaN  0.157305E-002  0.100680        1.41184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4999                 NaN  0.138088E-002  0.954919E-001   1.40321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5202                 NaN  0.122702E-002  0.908875E-001   1.38772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5365                 NaN  0.101277E-002  0.862819E-001   1.37620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5561                 NaN  0.861467E-003  0.818415E-001   1.36120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5692                 NaN  0.745846E-003  0.770759E-001   1.35296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5872                 NaN  0.490668E-003  0.729572E-001   1.33937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6080                 NaN  0.292297E-003  0.692080E-001   1.32251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6170                 NaN  0.769718E-004  0.640800E-001   1.31884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        96.2360                 NaN  0.764735E-002  0.199655        3.55672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.7872                 NaN  0.539108E-002  0.236158E-001  0.183775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6914                 NaN            NaN  0.212645E-001   1.28734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6920                 NaN            NaN  0.468886E-001   1.26112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7027                 NaN            NaN  0.427037E-001   1.25464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7159                 NaN            NaN  0.401545E-001   1.24395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7252                 NaN            NaN  0.365307E-001   1.23828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.5200                 NaN            NaN            NaN  0.964065E-001   1.38364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.4707                 NaN  0.556465E-002  0.593221E-002            NaN   1.51778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.4323                 NaN  0.118479E-001            NaN            NaN   1.55580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.4104                 NaN  0.117730E-001            NaN            NaN   1.57782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.3855                 NaN  0.116897E-001            NaN            NaN   1.60276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.3470                 NaN  0.115929E-001            NaN            NaN   1.64142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.2913                 NaN  0.115023E-001            NaN            NaN   1.69718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.2096                 NaN  0.114445E-001            NaN            NaN   1.77894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.0612                 NaN  0.113534E-001            NaN            NaN   1.92741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.6024                 NaN  0.106411E-001            NaN            NaN   1.27597        1.11096                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.3624                 NaN  0.968139E-002            NaN            NaN  0.122424        2.50553                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.3981                 NaN  0.901677E-002  0.135169                 NaN   2.45774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.3250                 NaN  0.877444E-002  0.211974                 NaN   2.45426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.6294                 NaN  0.765678E-002  0.228420                 NaN   2.13449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.5659                 NaN  0.760655E-002  0.235968                 NaN   2.19054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.6233                 NaN  0.725610E-002  0.233183                 NaN   2.13626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.6781                 NaN  0.691241E-002  0.229039                 NaN   2.08591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.7320                 NaN  0.656413E-002  0.230704                 NaN   2.03071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.7845                 NaN  0.623718E-002  0.227085                 NaN   1.98219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.8224                 NaN  0.618547E-002  0.222068                 NaN   1.94932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.8922                 NaN  0.562904E-002  0.220210                 NaN   1.88199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.9291                 NaN  0.527645E-002  0.227441                 NaN   1.83816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.9676                 NaN  0.506048E-002  0.218388                 NaN   1.80899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.9961                 NaN  0.492048E-002  0.196449                 NaN   1.80257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.0538                 NaN  0.453515E-002  0.210626                 NaN   1.73106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
