|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1934.84        500.000        99.3384                 NaN            NaN  0.661630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.3369                 NaN            NaN  0.663115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.3477                 NaN            NaN  0.652319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.3513                 NaN            NaN  0.648696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3555                 NaN            NaN  0.644532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3610                 NaN            NaN  0.639016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3571                 NaN            NaN  0.642928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3829                 NaN            NaN  0.617143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3764                 NaN            NaN  0.623644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3790                 NaN            NaN  0.620965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3883                 NaN            NaN  0.610962       0.780387E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3882                 NaN            NaN  0.606862       0.489763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3831                 NaN            NaN  0.601119       0.157438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3865                 NaN            NaN  0.597818       0.157257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3910                 NaN            NaN  0.593307       0.156704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3938                 NaN            NaN  0.590561       0.156563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3995                 NaN            NaN  0.584921       0.155424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3974                 NaN            NaN  0.586909       0.156994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3805                 NaN            NaN  0.603360       0.161236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4402                 NaN            NaN  0.545245       0.145928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4136                 NaN            NaN  0.571061       0.153747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4170                 NaN            NaN  0.567692       0.152784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4211                 NaN            NaN  0.563667       0.152458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4230                 NaN            NaN  0.561697       0.152554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4280                 NaN            NaN  0.556885       0.151093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4278                 NaN            NaN  0.557002       0.151572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3418                 NaN            NaN  0.640698       0.175059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5270                 NaN            NaN  0.460441       0.125612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4341                 NaN            NaN  0.550780       0.151257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4435                 NaN            NaN  0.541669       0.147820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3908                 NaN            NaN  0.592898       0.162762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4946                 NaN            NaN  0.491858       0.135047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4456                 NaN            NaN  0.539583       0.148453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4488                 NaN            NaN  0.536428       0.147439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3272                 NaN            NaN  0.654799       0.180491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.7011                 NaN            NaN  0.290836       0.801634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3249                 NaN            NaN  0.657051       0.180710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4543                 NaN            NaN  0.531125       0.146087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4336                 NaN            NaN  0.551254       0.151879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5163                 NaN            NaN  0.470788       0.129489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4176                 NaN            NaN  0.566789       0.156198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.0562                 NaN            NaN  0.918304       0.254472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.8677                 NaN            NaN  0.128981       0.332265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5143                 NaN            NaN  0.472685       0.129869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4064                 NaN            NaN  0.577763       0.158446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4608                 NaN            NaN  0.524835       0.143597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4613                 NaN            NaN  0.524355       0.143201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4615                 NaN            NaN  0.524211       0.142943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4599                 NaN            NaN  0.525764       0.143020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3707                 NaN            NaN  0.612569       0.166904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5533                 NaN            NaN  0.434961       0.117786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4633                 NaN            NaN  0.522580       0.141216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4593                 NaN            NaN  0.526470       0.141902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4607                 NaN            NaN  0.525214       0.141328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4593                 NaN            NaN  0.526613       0.141125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4583                 NaN            NaN  0.527650       0.140867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4575                 NaN            NaN  0.528415       0.140517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4561                 NaN            NaN  0.529881       0.140560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4560                 NaN            NaN  0.530000       0.139834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4542                 NaN            NaN  0.531845       0.139842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4528                 NaN            NaN  0.533256       0.139659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4505                 NaN            NaN  0.535529       0.139655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4504                 NaN            NaN  0.535755       0.138887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4476                 NaN            NaN  0.538513       0.139029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4457                 NaN            NaN  0.540415       0.139232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4458                 NaN            NaN  0.540341       0.138241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4421                 NaN            NaN  0.544018       0.138360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4390                 NaN            NaN  0.547110       0.138505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4380                 NaN            NaN  0.548207       0.138065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4354                 NaN            NaN  0.550818       0.137780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4335                 NaN            NaN  0.552720       0.137538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4306                 NaN            NaN  0.555579       0.138075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4260                 NaN            NaN  0.560284       0.137146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4238                 NaN            NaN  0.562478       0.137519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4223                 NaN            NaN  0.563984       0.136983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4192                 NaN            NaN  0.567119       0.136946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4148                 NaN            NaN  0.571477       0.137055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4123                 NaN            NaN  0.574073       0.136754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4088                 NaN            NaN  0.577485       0.136756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4055                 NaN            NaN  0.580820       0.136505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4019                 NaN            NaN  0.584462       0.136440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3988                 NaN            NaN  0.587558       0.136256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3952                 NaN            NaN  0.591142       0.136280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3916                 NaN            NaN  0.594774       0.135991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3870                 NaN            NaN  0.599341       0.136155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.3643                 NaN            NaN   1.59902       0.366572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.7757                 NaN            NaN  0.220459       0.386750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3695                 NaN            NaN  0.616876       0.136337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3696                 NaN            NaN  0.616887       0.135336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3638                 NaN            NaN  0.622676       0.135708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3741                 NaN            NaN  0.612654       0.132662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3426                 NaN            NaN  0.643551       0.138383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3522                 NaN            NaN  0.634253       0.135463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3487                 NaN            NaN  0.637758       0.135322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3458                 NaN            NaN  0.640679       0.134957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3383                 NaN            NaN  0.648134       0.135649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3372                 NaN            NaN  0.649283       0.135001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0681                 NaN            NaN  0.913005       0.188667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.6073                 NaN            NaN  0.384843       0.788906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.6829                 NaN            NaN  0.310798       0.633970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.9518                 NaN            NaN   1.02725       0.209476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3147                 NaN            NaN  0.671665       0.135889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3158                 NaN            NaN  0.670746       0.134501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3140                 NaN            NaN  0.672574       0.134239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3074                 NaN            NaN  0.679124       0.134777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3045                 NaN            NaN  0.682059       0.134789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3018                 NaN            NaN  0.684757       0.134668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2980                 NaN            NaN  0.688499       0.134746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2959                 NaN            NaN  0.690696       0.134511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2899                 NaN            NaN  0.696616       0.135275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2935                 NaN            NaN  0.693111       0.133818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2881                 NaN            NaN  0.698502       0.134333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2844                 NaN            NaN  0.702189       0.134531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2823                 NaN            NaN  0.704278       0.134646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2839                 NaN            NaN  0.702687       0.133844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2811                 NaN            NaN  0.705523       0.133860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.0883                 NaN            NaN   1.87619       0.354931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.9995                 NaN            NaN            NaN  0.458019E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.7256                 NaN            NaN  0.269873       0.455256E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.5132                 NaN            NaN  0.477768       0.898394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0659                 NaN            NaN  0.916956       0.171930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2729                 NaN            NaN  0.713721       0.133475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2741                 NaN            NaN  0.712564       0.133009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.6851                 NaN            NaN  0.309114       0.574607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.8640                 NaN            NaN   1.11516       0.208182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2734                 NaN            NaN  0.713309       0.132841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2714                 NaN            NaN  0.715240       0.133170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2799                 NaN            NaN  0.706943       0.131482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.8358                 NaN            NaN  0.470631       0.283853E-002  0.690752                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1680                 NaN            NaN  0.102206                 NaN   1.72975                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2026                 NaN            NaN  0.101524                 NaN   1.69591                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2326                 NaN            NaN  0.947035E-001            NaN   1.67270                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2687                 NaN            NaN  0.912938E-001            NaN   1.64002                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2973                 NaN            NaN  0.859367E-001            NaN   1.61675                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        97.7619                 NaN            NaN  0.990243E-001            NaN   2.13903                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.9238                 NaN            NaN  0.714684E-001            NaN   1.00477                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3851                 NaN            NaN  0.762598E-001            NaN   1.53863                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        96.8732                 NaN            NaN  0.140615                 NaN   2.98619                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.9952                 NaN            NaN  0.476871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4574                 NaN            NaN  0.609657E-001            NaN   1.48166                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4955                 NaN            NaN  0.623572E-001            NaN   1.44213                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5165                 NaN            NaN  0.615901E-001            NaN   1.42192                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5395                 NaN            NaN  0.582628E-001            NaN   1.40226                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5607                 NaN            NaN  0.559726E-001            NaN   1.38331                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5900                 NaN            NaN  0.534398E-001            NaN   1.35654                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6046                 NaN            NaN  0.494983E-001            NaN   1.34595                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6308                 NaN            NaN  0.477471E-001            NaN   1.32144                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6491                 NaN            NaN  0.428414E-001            NaN   1.30807                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6691                 NaN            NaN  0.438405E-001            NaN   1.28709                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6806                 NaN            NaN  0.324836E-001            NaN   1.28696                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7124                 NaN            NaN  0.341590E-001            NaN   1.25347                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8279                 NaN            NaN  0.254088E-001            NaN   1.14670                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.6372                 NaN            NaN  0.321180E-001            NaN   1.33070                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7606                 NaN            NaN  0.259855E-001            NaN   1.21345                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.6319                 NaN            NaN  0.361623E-001            NaN   1.33194                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9468                 NaN            NaN  0.196952E-001            NaN   1.03355                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8076                 NaN            NaN  0.175024E-001            NaN   1.17491                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8237                 NaN            NaN  0.139647E-001            NaN   1.16236                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8376                 NaN            NaN  0.825514E-002            NaN   1.15416                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8514                 NaN            NaN  0.721702E-002            NaN   1.14138                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8687                 NaN            NaN  0.458357E-001            NaN   1.08544                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8868                 NaN            NaN  0.402931E-001            NaN   1.07287                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8914                 NaN            NaN            NaN            NaN   1.10861                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9130                 NaN            NaN            NaN            NaN   1.08696                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9228                 NaN            NaN            NaN            NaN   1.07722                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9341                 NaN            NaN            NaN            NaN   1.06592                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9491                 NaN            NaN  0.158064E-001            NaN   1.03511                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9579                 NaN            NaN            NaN            NaN   1.04208                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.4964                 NaN            NaN  0.140829                 NaN   1.36278                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4880                 NaN            NaN            NaN            NaN  0.511990                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9923                 NaN            NaN            NaN            NaN   1.00766                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0022                 NaN            NaN            NaN            NaN  0.997815                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0121                 NaN            NaN            NaN            NaN  0.987909                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0219                 NaN            NaN            NaN            NaN  0.978101                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0340                 NaN            NaN            NaN            NaN  0.966006                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0408                 NaN            NaN            NaN            NaN  0.959206                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0513                 NaN            NaN  0.181909E-005            NaN  0.948706                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0603                 NaN            NaN            NaN            NaN  0.939714                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0679                 NaN            NaN            NaN            NaN  0.932069                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0777                 NaN            NaN            NaN            NaN  0.922317                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0855                 NaN            NaN            NaN            NaN  0.914453                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0920                 NaN            NaN            NaN            NaN  0.907989                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9670                 NaN            NaN            NaN            NaN  0.239419       0.793564                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8776                 NaN            NaN            NaN            NaN            NaN   1.12245                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8712                 NaN            NaN            NaN            NaN            NaN   1.12879                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8677                 NaN            NaN            NaN            NaN            NaN   1.13232                 NaN            NaN            NaN            NaN            NaN
