|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000       100.0000       0.187609E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.8937       0.106276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3475       0.652499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3516       0.648439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3122       0.687770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4039       0.596066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3637       0.636289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3630       0.636984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3733       0.626686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3737       0.626318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3767       0.623265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3784       0.621579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3831       0.616856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4161       0.583869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3582       0.641808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3804       0.608213       0.113650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3005       0.682819       0.166800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4614       0.525729       0.128444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3851       0.600186       0.146706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3862       0.599098       0.146667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.2608       0.721515       0.177121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5368       0.452091       0.110693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3694       0.615511       0.150811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3936       0.591872       0.144839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3951       0.590457       0.144369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4287       0.557681       0.136684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3622       0.622610       0.152178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3973       0.588337       0.143708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3965       0.589104       0.143908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3937       0.591840       0.144339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4002       0.585549       0.142137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4009       0.584906       0.142081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3986       0.587173       0.142418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4691       0.518254       0.126167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3262       0.657968       0.158030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3983       0.587573       0.141524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3972       0.588710       0.141357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3971       0.588825       0.140966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3958       0.590136       0.140927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3945       0.591452       0.140721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3945       0.591524       0.140239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3922       0.593785       0.140318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.9960       0.399911E-002  0.975699E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        98.7860        1.18608       0.278901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3506       0.634563       0.148348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4227       0.564220       0.130802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3819       0.604156       0.139598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3818       0.604280       0.139296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3796       0.606512       0.138777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3762       0.609889       0.138894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3706       0.615479       0.139592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3743       0.611917       0.137602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3675       0.618685       0.138545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3672       0.619046       0.137877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3445       0.641274       0.142316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3718       0.614732       0.134614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3533       0.632918       0.138237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3534       0.632898       0.137278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3415       0.644532       0.139190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3472       0.639141       0.136659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3394       0.646846       0.137641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3348       0.651452       0.137764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3288       0.657452       0.137835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3246       0.661572       0.138231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.1980       0.785742       0.162857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4423       0.546533       0.111819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3098       0.676383       0.137909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3069       0.679368       0.137211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3021       0.684178       0.137441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2953       0.690940       0.137836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2914       0.694802       0.137872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2852       0.701052       0.137668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2816       0.704656       0.137396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3002       0.686462       0.133064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2440       0.741796       0.142428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2658       0.720417       0.137494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2587       0.727504       0.138136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2548       0.731389       0.137647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.8942       0.103858       0.193920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.5967        1.37766       0.256182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2386       0.747672       0.137754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2942       0.693088       0.127198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1631       0.821927       0.149497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2208       0.765372       0.138316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2142       0.771898       0.138919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2168       0.769459       0.137662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1919       0.789310       0.187638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2206       0.770559       0.886494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1878       0.798144       0.140666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2031       0.783180       0.136875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1893       0.796814       0.138482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1853       0.800836       0.138643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1812       0.804875       0.138822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1769       0.809264       0.138726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8588       0.139371       0.184945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.4820        1.49219       0.258425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1700       0.816114       0.138451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1652       0.820964       0.138806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1622       0.823916       0.138946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1455       0.840286       0.142031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1754       0.811067       0.135463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1372       0.848670       0.141791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1729       0.813539       0.135810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1531       0.833002       0.138708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1524       0.833718       0.138596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1524       0.833733       0.138609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1308       0.855078       0.141246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1699       0.816614       0.135214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1536       0.832613       0.137963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1082       0.877174       0.145779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1981       0.788817       0.130775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1525       0.833660       0.138552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1603       0.825947       0.137165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1600       0.826261       0.136952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1612       0.825135       0.136932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1640       0.822343       0.136723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1658       0.820523       0.136762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1679       0.818446       0.136339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1692       0.817133       0.136706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1806       0.805910       0.134859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1781       0.808289       0.135681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.4247       0.262249                 NaN   1.31310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2743       0.136915                 NaN   1.58876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3066       0.134845                 NaN   1.55853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3257       0.123479                 NaN   1.55085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3724       0.125085                 NaN   1.50249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3873       0.118743                 NaN   1.49398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4244       0.120263                 NaN   1.45534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4467       0.114956                 NaN   1.43832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4675       0.110275                 NaN   1.42220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5002       0.106042                 NaN   1.39376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5306       0.105249                 NaN   1.36411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5471       0.101684                 NaN   1.35124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5720       0.977526E-001            NaN   1.33020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5881       0.928122E-001            NaN   1.31907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6182       0.902343E-001            NaN   1.29155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6362       0.868735E-001            NaN   1.27698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6573       0.840185E-001            NaN   1.25871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6750       0.812396E-001            NaN   1.24371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6971       0.780797E-001            NaN   1.22485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7047       0.759390E-001            NaN   1.21940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6460       0.934541E-001            NaN   1.26053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8459       0.479625E-001            NaN   1.10613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7685       0.677787E-001            NaN   1.16374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7863       0.638497E-001            NaN   1.14984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8002       0.614422E-001            NaN   1.13835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8180       0.615424E-001            NaN   1.12043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8324       0.539104E-001            NaN   1.11367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8470       0.490449E-001            NaN   1.10399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8615       0.507532E-001            NaN   1.08777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8744       0.455487E-001            NaN   1.08009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8902       0.423928E-001            NaN   1.06737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9025       0.405646E-001            NaN   1.05697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9160       0.400410E-001            NaN   1.04399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9320       0.385518E-001            NaN   1.02947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9395       0.321159E-001            NaN   1.02836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9540       0.309560E-001            NaN   1.01501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9647       0.276777E-001            NaN   1.00761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9766       0.248734E-001            NaN  0.998531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9904       0.271616E-001            NaN  0.982399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9988       0.201599E-001            NaN  0.981077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0087       0.176049E-001            NaN  0.973681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0195       0.162921E-001            NaN  0.964220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0271       0.987673E-002            NaN  0.963072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0377       0.901462E-002            NaN  0.953253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.6133       0.189192                 NaN   1.19746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.5246                 NaN            NaN  0.475424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0672                 NaN            NaN  0.932798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0471       0.366059E-002            NaN  0.949256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1210                 NaN            NaN  0.878977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0912                 NaN            NaN  0.908772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0977                 NaN            NaN  0.902292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1078                 NaN            NaN  0.892198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1147                 NaN            NaN  0.885251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1213                 NaN            NaN  0.878718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1283                 NaN            NaN  0.871715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0388                 NaN            NaN  0.308597       0.652586                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9513                 NaN            NaN            NaN   1.04868                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9534                 NaN            NaN            NaN   1.04662                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9539                 NaN            NaN            NaN   1.04609                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9509                 NaN            NaN            NaN   1.04908                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9514                 NaN            NaN            NaN   1.04863                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9468                 NaN            NaN            NaN   1.05322                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9440                 NaN            NaN            NaN   1.05598                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9353                 NaN            NaN            NaN   1.06475                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9263                 NaN            NaN            NaN   1.07367                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9130                 NaN            NaN            NaN   1.08700                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8942                 NaN            NaN            NaN   1.10583                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8607                 NaN            NaN            NaN   1.13927                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7616                 NaN            NaN            NaN   1.05673       0.181673                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3504                 NaN            NaN            NaN  0.423051        1.22657                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.3696                 NaN            NaN            NaN   1.21211       0.418317                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.3901                 NaN            NaN            NaN   1.19495       0.414970                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.4099                 NaN            NaN            NaN   1.18068       0.409441                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.4277                 NaN            NaN            NaN   1.16507       0.407262                 NaN            NaN            NaN            NaN            NaN
