|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000       100.0000       0.173612E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.9005       0.995186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3890       0.611032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3930       0.607038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3563       0.643727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4424       0.557598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4050       0.595015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4046       0.595412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4144       0.585562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4150       0.585008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4181       0.581911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4199       0.580094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4245       0.575471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4554       0.544621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4016       0.598353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4256       0.566708       0.773924E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3526       0.636053       0.113542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5018       0.489501       0.874125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4314       0.558572       0.998043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4327       0.557312       0.997344E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3171       0.670879       0.120389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5723       0.420149       0.752272E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4180       0.571731       0.102411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4406       0.549562       0.983253E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4423       0.547952       0.979532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4734       0.517291       0.927019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4124       0.577313       0.103190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4451       0.545140       0.973887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4447       0.545567       0.974907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4425       0.547760       0.977178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4486       0.541772       0.962005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4495       0.540883       0.961288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4476       0.542719       0.963165E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5129       0.478611       0.852699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3818       0.607504       0.106778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4482       0.542205       0.955735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4476       0.542886       0.954167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4478       0.542728       0.951234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4469       0.543624       0.950347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4460       0.544540       0.948681E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4463       0.544282       0.944986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4445       0.546067       0.945053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.9963       0.367655E-002  0.657297E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        98.8913        1.08993       0.187758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4075       0.582515       0.998119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4737       0.517544       0.879263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4368       0.553776       0.937757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4369       0.553724       0.935749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4354       0.555325       0.931539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4326       0.558089       0.931986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4278       0.562842       0.936111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4316       0.559170       0.922527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4257       0.564982       0.928313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4258       0.564965       0.923540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4056       0.584838       0.952289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4306       0.560382       0.900946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4143       0.576438       0.924460E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4148       0.576019       0.917650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4045       0.586155       0.929882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4100       0.580852       0.912722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4033       0.587504       0.918648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3996       0.591206       0.919289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3947       0.596135       0.918978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3912       0.599604       0.921459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2773       0.711836       0.108537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4983       0.494295       0.744084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3795       0.611355       0.917777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3773       0.613570       0.912453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3733       0.617543       0.913753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3677       0.623178       0.915888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3645       0.626304       0.916005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3595       0.631313       0.913733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3571       0.633817       0.911216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3741       0.617059       0.882269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3245       0.666075       0.943668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3445       0.646432       0.910581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3385       0.652354       0.914475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3357       0.655154       0.910629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.9060       0.927164E-001  0.128031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.7505        1.23260       0.169398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3230       0.667860       0.909678E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3733       0.618342       0.839643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2573       0.732839       0.986221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3092       0.681712       0.911690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3036       0.687201       0.915254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3065       0.684400       0.906484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2864       0.701293       0.123555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3105       0.683689       0.583028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2833       0.707462       0.924645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2974       0.693593       0.899271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2860       0.704901       0.908962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2832       0.707746       0.909533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2802       0.710654       0.910321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2772       0.713703       0.908696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.8770       0.121785       0.120751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.6691        1.31399       0.169181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2734       0.717564       0.905281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2701       0.720875       0.906959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2681       0.722813       0.907259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2540       0.736770       0.927021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2813       0.709849       0.883351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2493       0.741464       0.924132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2808       0.710361       0.884391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2645       0.726481       0.902490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2649       0.726108       0.901179E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2656       0.725399       0.900792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2485       0.742370       0.917100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2825       0.708753       0.877050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2692       0.721890       0.894347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2310       0.759525       0.944624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3093       0.682212       0.846749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2710       0.720062       0.896441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2783       0.712840       0.886919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2793       0.711822       0.884564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2811       0.710047       0.883607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2843       0.706832       0.881817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2869       0.704297       0.881400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2896       0.701607       0.877683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2916       0.699567       0.879743E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3022       0.689161       0.866991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3011       0.690233       0.871710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.6101       0.223888                 NaN   1.16597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4729       0.116816                 NaN   1.41025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5024       0.114949                 NaN   1.38266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5197       0.105175                 NaN   1.37515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5620       0.106443                 NaN   1.33155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5759       0.100934                 NaN   1.32312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6095       0.102158                 NaN   1.28830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6298       0.975578E-001            NaN   1.27267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6490       0.934832E-001            NaN   1.25754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6782       0.898447E-001            NaN   1.23196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7062       0.890726E-001            NaN   1.20476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7211       0.859773E-001            NaN   1.19288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7437       0.825853E-001            NaN   1.17367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7584       0.783402E-001            NaN   1.16327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7857       0.760845E-001            NaN   1.13825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8020       0.731733E-001            NaN   1.12481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8211       0.707172E-001            NaN   1.10820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8374       0.683132E-001            NaN   1.09429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8573       0.655922E-001            NaN   1.07714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8649       0.636922E-001            NaN   1.07146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8142       0.783301E-001            NaN   1.10743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9889       0.401725E-001            NaN  0.970913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9223       0.567173E-001            NaN   1.02098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9383       0.533783E-001            NaN   1.00837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9512       0.513075E-001            NaN  0.997530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9674       0.513372E-001            NaN  0.981219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9801       0.449376E-001            NaN  0.974948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9932       0.408475E-001            NaN  0.965967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0069       0.422149E-001            NaN  0.950891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0182       0.378538E-001            NaN  0.943896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0326       0.351950E-001            NaN  0.932207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0438       0.336431E-001            NaN  0.922583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0561       0.331673E-001            NaN  0.910688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0706       0.319112E-001            NaN  0.897526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0774       0.265540E-001            NaN  0.896046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0905       0.255713E-001            NaN  0.883923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1003       0.228366E-001            NaN  0.876864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1109       0.205030E-001            NaN  0.868588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1236       0.223682E-001            NaN  0.854044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1310       0.165858E-001            NaN  0.852404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1401       0.144655E-001            NaN  0.845451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1499       0.133737E-001            NaN  0.836750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1566       0.809980E-002            NaN  0.835301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1664       0.738424E-002            NaN  0.826226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.8071       0.155017                 NaN   1.03784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.5888                 NaN            NaN  0.411210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1930                 NaN            NaN  0.807046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1766       0.298354E-002            NaN  0.820440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2406                 NaN            NaN  0.759447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2151                 NaN            NaN  0.784865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2212                 NaN            NaN  0.778759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2305                 NaN            NaN  0.769531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2370                 NaN            NaN  0.762966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2430                 NaN            NaN  0.757009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2496                 NaN            NaN  0.750380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1710                 NaN            NaN  0.265504       0.563451                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0951                 NaN            NaN            NaN  0.904853                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0978                 NaN            NaN            NaN  0.902203                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0986                 NaN            NaN            NaN  0.901376                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0970                 NaN            NaN            NaN  0.902977                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0981                 NaN            NaN            NaN  0.901854                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0948                 NaN            NaN            NaN  0.905215                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0932                 NaN            NaN            NaN  0.906776                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0864                 NaN            NaN            NaN  0.913591                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0793                 NaN            NaN            NaN  0.920738                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0685                 NaN            NaN            NaN  0.931480                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0533                 NaN            NaN            NaN  0.946707                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0252                 NaN            NaN            NaN  0.974822                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9388                 NaN            NaN            NaN  0.903766       0.157442                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5760                 NaN            NaN            NaN  0.361557        1.06249                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5941                 NaN            NaN            NaN   1.04883       0.357056                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6132                 NaN            NaN            NaN   1.03303       0.353760                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6317                 NaN            NaN            NaN   1.01970       0.348644                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6484                 NaN            NaN            NaN   1.00525       0.346359                 NaN            NaN            NaN            NaN            NaN
